epoch,loss,val_loss
123,0.2214721143245697,0.25978386402130127
124,0.22127994894981384,0.260132372379303
125,0.22139352560043335,0.25880828499794006
126,0.22131399810314178,0.259151428937912
127,0.22031286358833313,0.25803783535957336
128,0.22012902796268463,0.25895997881889343
129,0.22001390159130096,0.2587287127971649
130,0.2199448049068451,0.25898507237434387
131,0.21975356340408325,0.25857967138290405
132,0.21968790888786316,0.2575457692146301
133,0.2196057140827179,0.2578311860561371
134,0.2196071892976761,0.25738582015037537
135,0.21952775120735168,0.2577829957008362
136,0.21938428282737732,0.2569940686225891
137,0.21935832500457764,0.2570474445819855
138,0.2192544788122177,0.2571046054363251
139,0.21922507882118225,0.2571920156478882
140,0.21911264955997467,0.2570217251777649
141,0.21905989944934845,0.25713053345680237
142,0.21863839030265808,0.25586315989494324
143,0.21868491172790527,0.2557501196861267
144,0.21849575638771057,0.2559097409248352
145,0.21840454638004303,0.25594407320022583
146,0.21845372021198273,0.255756139755249
147,0.21848194301128387,0.25566360354423523
148,0.21837274730205536,0.25547412037849426
149,0.21825723350048065,0.25575387477874756
